order_id,customer_id,location_id,order_date,ship_date,ship_mode,order_priority
BU-2013-JD579019-41552,JD-579019,463,2013-10-05,2013-10-10,Standard Class,Medium
BU-2013-JO528019-41426,JO-528019,469,2013-06-01,2013-06-03,Second Class,High
BU-2013-MH745519-41520,MH-745519,469,2013-09-03,2013-09-07,Standard Class,Medium
BU-2013-MT807019-41605,MT-807019,466,2013-11-27,2013-12-03,Standard Class,Low
BU-2013-PC874519-41579,PC-874519,467,2013-11-01,2013-11-05,Standard Class,Medium
BU-2013-PF912019-41472,PF-912019,462,2013-07-17,2013-07-20,First Class,High
BU-2013-RD972019-41296,RD-972019,467,2013-01-22,2013-01-24,Second Class,High
BU-2013-RH955519-41523,RH-955519,468,2013-09-06,2013-09-08,First Class,High
BU-2013-RM937519-41445,RM-937519,2630,2013-06-20,2013-06-25,Standard Class,Medium
BU-2014-AS24019-41871,AS-24019,464,2014-08-20,2014-08-25,Standard Class,High
BU-2014-CM265519-41731,CM-265519,464,2014-04-02,2014-04-04,First Class,Critical
BU-2014-CS186019-41993,CS-186019,464,2014-12-20,2014-12-21,First Class,High
BU-2014-DH367519-41891,DH-367519,467,2014-09-09,2014-09-14,Standard Class,Medium
BU-2014-JK537019-41893,JK-537019,467,2014-09-11,2014-09-16,Standard Class,Medium
BU-2014-LF718519-41948,LF-718519,467,2014-11-05,2014-11-07,Second Class,High
BU-2014-LF718519-41990,LF-718519,467,2014-12-17,2014-12-18,First Class,Medium
BU-2014-MH745519-41670,MH-745519,460,2014-01-31,2014-02-04,Standard Class,High
BU-2014-PB921019-41962,PB-921019,467,2014-11-19,2014-11-22,Second Class,High
BU-2014-PC874519-41954,PC-874519,467,2014-11-11,2014-11-13,First Class,Medium
BU-2014-RE940519-41865,RE-940519,467,2014-08-14,2014-08-16,First Class,Critical
BU-2014-TH1110019-41954,TH-1110019,467,2014-11-11,2014-11-17,Standard Class,Medium
BU-2014-TT1122019-41840,TT-1122019,466,2014-07-20,2014-07-27,Standard Class,Medium
BU-2014-VT1170019-41796,VT-1170019,460,2014-06-06,2014-06-10,Standard Class,Medium
BU-2015-BD162019-42225,BD-162019,467,2015-08-09,2015-08-12,First Class,High
BU-2015-CA226519-42162,CA-226519,467,2015-06-07,2015-06-13,Standard Class,Medium
BU-2015-CC247519-42314,CC-247519,467,2015-11-06,2015-11-12,Standard Class,Medium
BU-2015-CJ187519-42255,CJ-187519,467,2015-09-08,2015-09-12,Standard Class,High
BU-2015-DP310519-42193,DP-310519,469,2015-07-08,2015-07-08,Same Day,Critical
BU-2015-GD459019-42017,GD-459019,466,2015-01-13,2015-01-13,Same Day,Medium
BU-2015-JL513019-42172,JL-513019,467,2015-06-17,2015-06-20,Second Class,Medium
BU-2015-KM637519-42048,KM-637519,464,2015-02-13,2015-02-19,Standard Class,Medium
BU-2015-LH715519-42122,LH-715519,467,2015-04-28,2015-04-30,Second Class,High
BU-2015-MH802519-42064,MH-802519,467,2015-03-01,2015-03-07,Standard Class,Medium
BY-2012-MV748520-41031,MV-748520,472,2012-05-02,2012-05-06,Standard Class,High
BY-2013-KA652520-41592,KA-652520,472,2013-11-14,2013-11-20,Standard Class,Medium
CA-2012-AA10315140-40998,AA-103151404,3249,2012-03-30,2012-04-04,Standard Class,Medium
CA-2012-AA10315140-41166,AA-103151406,3555,2012-09-14,2012-09-19,Standard Class,Medium
CA-2012-AA10375140-41019,AA-103751404,3214,2012-04-20,2012-04-24,Standard Class,Medium
CA-2012-AA10375140-41205,AA-103751404,3233,2012-10-23,2012-10-28,Standard Class,Medium
CA-2012-AA10480140-41032,AA-104801406,3291,2012-05-03,2012-05-03,Same Day,High
CA-2012-AA10645140-41081,AA-106451406,3629,2012-06-21,2012-06-26,Standard Class,High
CA-2012-AA10645140-41243,AA-106451406,3448,2012-11-30,2012-12-02,First Class,High
CA-2012-AB10015140-40958,AB-100151402,3668,2012-02-19,2012-02-25,Standard Class,Low
CA-2012-AB10015140-40974,AB-100151404,3762,2012-03-06,2012-03-07,First Class,High
CA-2012-AB10105140-41262,AB-101051402,3394,2012-12-19,2012-12-22,First Class,Medium
CA-2012-AB10150140-40972,AB-101501406,3565,2012-03-04,2012-03-07,Second Class,Medium
CA-2012-AB10255140-41111,AB-102551404,3214,2012-07-21,2012-07-27,Standard Class,Medium
CA-2012-AB10600140-41230,AB-106001402,3363,2012-11-17,2012-11-24,Standard Class,Low
CA-2012-AC10420140-41101,AC-104201404,3249,2012-07-11,2012-07-16,Standard Class,High
CA-2012-AD10180140-41231,AD-101801406,3632,2012-11-18,2012-11-21,Second Class,Medium
CA-2012-AF10885140-41038,AF-108851406,3632,2012-05-09,2012-05-13,Second Class,Medium
CA-2012-AF10885140-41163,AF-108851406,3594,2012-09-11,2012-09-16,Standard Class,Medium
CA-2012-AG10270140-41041,AG-102701404,3733,2012-05-12,2012-05-14,Second Class,Medium
CA-2012-AG10270140-41112,AG-102701406,3555,2012-07-22,2012-07-23,First Class,Critical
CA-2012-AG10300140-41024,AG-103001404,3218,2012-04-25,2012-05-02,Standard Class,Low
CA-2012-AG10390140-41017,AG-103901408,3736,2012-04-18,2012-04-22,Second Class,Medium
CA-2012-AG10390140-41154,AG-103901406,3554,2012-09-02,2012-09-02,Same Day,Critical
CA-2012-AG10525140-41129,AG-105251408,3332,2012-08-08,2012-08-15,Standard Class,Low
CA-2012-AG10525140-41153,AG-105251402,3697,2012-09-01,2012-09-06,Standard Class,Medium
CA-2012-AH10030140-41020,AH-100301406,3562,2012-04-21,2012-04-23,Second Class,Critical
CA-2012-AH10030140-41041,AH-100301404,3213,2012-05-12,2012-05-18,Standard Class,Medium
CA-2012-AH10030140-41273,AH-100301406,3557,2012-12-30,2012-12-31,First Class,High
CA-2012-AH10075140-41228,AH-100751404,3202,2012-11-15,2012-11-21,Standard Class,Medium
CA-2012-AH10120140-41107,AH-101201404,3169,2012-07-17,2012-07-17,Same Day,High
CA-2012-AH10210140-41241,AH-102101404,3249,2012-11-28,2012-12-05,Standard Class,Medium
CA-2012-AH10585140-41207,AH-105851404,3763,2012-10-25,2012-10-29,Second Class,Medium
CA-2012-AH10690140-41000,AH-106901408,3746,2012-04-01,2012-04-07,Standard Class,Medium
CA-2012-AH19523-41129,AH-19523,523,2012-08-08,2012-08-12,Standard Class,Medium
CA-2012-AI10855140-41026,AI-108551404,3249,2012-04-27,2012-04-29,First Class,High
CA-2012-AI10855140-41038,AI-108551404,3755,2012-05-09,2012-05-14,Standard Class,Medium
CA-2012-AI10855140-41271,AI-108551404,3184,2012-12-28,2013-01-02,Standard Class,Medium
CA-2012-AJ10780140-40919,AJ-107801408,3744,2012-01-11,2012-01-16,Standard Class,Medium
CA-2012-AJ10780140-41212,AJ-107801406,3600,2012-10-30,2012-11-01,Second Class,Critical
CA-2012-AJ10780140-41270,AJ-107801406,3441,2012-12-27,2012-12-31,Standard Class,Medium
CA-2012-AJ10795140-41042,AJ-107951408,3332,2012-05-13,2012-05-19,Standard Class,Medium
CA-2012-AJ10795140-41271,AJ-107951404,3248,2012-12-28,2013-01-01,Standard Class,High
CA-2012-AJ10945140-40970,AJ-109451408,3583,2012-03-02,2012-03-06,Second Class,Medium
CA-2012-AJ10960140-41165,AJ-109601406,3560,2012-09-13,2012-09-18,Standard Class,Medium
CA-2012-AJ10960140-41272,AJ-109601406,3557,2012-12-29,2013-01-03,Standard Class,Medium
CA-2012-AM10360140-41187,AM-103601402,3511,2012-10-05,2012-10-07,Second Class,Critical
CA-2012-AM10705140-41212,AM-107051406,3637,2012-10-30,2012-11-01,Second Class,Medium
CA-2012-AP10720140-40970,AP-107201406,3557,2012-03-02,2012-03-07,Standard Class,High
CA-2012-AP10915140-41143,AP-109151404,3275,2012-08-22,2012-08-26,Standard Class,Medium
CA-2012-AP10915140-41180,AP-109151404,3217,2012-09-28,2012-10-02,Standard Class,High
CA-2012-AP10915140-41205,AP-109151408,3645,2012-10-23,2012-10-23,Same Day,Critical
CA-2012-AP10915140-41223,AP-109151404,3214,2012-11-10,2012-11-17,Standard Class,Low
CA-2012-AR10405140-41184,AR-104051404,3216,2012-10-02,2012-10-07,Second Class,Medium
CA-2012-AR10510140-41030,AR-105101406,3590,2012-05-01,2012-05-01,Same Day,High
CA-2012-AR10540140-41237,AR-105401406,3640,2012-11-24,2012-11-26,Second Class,High
CA-2012-AR10825140-41089,AR-108251404,3213,2012-06-29,2012-07-02,Second Class,Medium
CA-2012-AS10090140-41173,AS-100901406,3557,2012-09-21,2012-09-28,Standard Class,Medium
CA-2012-AS10090140-41266,AS-100901404,3245,2012-12-23,2012-12-25,First Class,High
CA-2012-AS10225140-41199,AS-102251408,3156,2012-10-17,2012-10-19,Second Class,Medium
CA-2012-AS10240140-40982,AS-102401408,3336,2012-03-14,2012-03-18,Standard Class,High
CA-2012-AS10240140-41192,AS-102401404,3236,2012-10-10,2012-10-14,Standard Class,Medium
CA-2012-AS10630140-41121,AS-106301406,3631,2012-07-31,2012-08-05,Standard Class,High
CA-2012-AS10630140-41249,AS-106301404,3762,2012-12-06,2012-12-12,Standard Class,Medium
CA-2012-AS24023-41172,AS-24023,522,2012-09-20,2012-09-23,Second Class,Medium
CA-2012-AT10435140-41236,AT-104351406,3586,2012-11-23,2012-11-29,Standard Class,Medium
CA-2012-AT10435140-41269,AT-104351404,3213,2012-12-26,2012-12-29,Second Class,High
CA-2012-AT10735140-41150,AT-107351406,3286,2012-08-29,2012-09-03,Standard Class,Medium
CA-2012-AT10735140-41215,AT-107351408,3663,2012-11-02,2012-11-07,Standard Class,Medium
CA-2012-AY10555140-41004,AY-105551404,3218,2012-04-05,2012-04-11,Standard Class,Medium
CA-2012-AY10555140-41268,AY-105551406,3633,2012-12-25,2012-12-29,Standard Class,Medium
CA-2012-AZ10750140-40984,AZ-107501402,3682,2012-03-16,2012-03-16,Same Day,High
CA-2012-AZ10750140-40992,AZ-107501406,3554,2012-03-24,2012-03-31,Standard Class,Medium
CA-2012-BB10990140-41116,BB-109901404,3216,2012-07-26,2012-07-29,Second Class,Medium
CA-2012-BC11125140-41095,BC-111251404,3196,2012-07-05,2012-07-11,Standard Class,Low
CA-2012-BC11125140-41164,BC-111251402,3709,2012-09-12,2012-09-16,Standard Class,High
CA-2012-BD11500140-40941,BD-115001402,3771,2012-02-02,2012-02-04,First Class,High
CA-2012-BD11605140-40922,BD-116051404,3247,2012-01-14,2012-01-19,Standard Class,High
CA-2012-BD11620140-41089,BD-116201408,3583,2012-06-29,2012-06-29,Same Day,Medium
CA-2012-BD11635140-41186,BD-116351406,3590,2012-10-04,2012-10-09,Second Class,Medium
CA-2012-BF10975140-41103,BF-109751406,3554,2012-07-13,2012-07-16,Second Class,Medium
CA-2012-BF10975140-41121,BF-109751408,3570,2012-07-31,2012-08-04,Standard Class,Medium
CA-2012-BF11005140-41176,BF-110051404,3271,2012-09-24,2012-09-29,Standard Class,Medium
CA-2012-BF11020140-40955,BF-110201404,3763,2012-02-16,2012-02-20,Standard Class,Medium
CA-2012-BF11080140-41240,BF-110801408,3156,2012-11-27,2012-12-03,Standard Class,Medium
CA-2012-BF11170140-41011,BF-111701406,3433,2012-04-12,2012-04-17,Standard Class,Medium
CA-2012-BF11170140-41101,BF-111701404,3216,2012-07-11,2012-07-15,Standard Class,High
CA-2012-BF11215140-41221,BF-112151406,3557,2012-11-08,2012-11-12,Standard Class,Medium
CA-2012-BF11275140-40989,BF-112751404,3169,2012-03-21,2012-03-25,Standard Class,Medium
CA-2012-BG11035140-41248,BG-110351408,3661,2012-12-05,2012-12-10,Standard Class,High
CA-2012-BG11695140-41039,BG-116951406,3564,2012-05-10,2012-05-17,Standard Class,Medium
CA-2012-BG11740140-40990,BG-117401408,3306,2012-03-22,2012-03-25,First Class,Medium
CA-2012-BH11710140-41068,BH-117101404,3215,2012-06-08,2012-06-13,Standard Class,Medium
CA-2012-BK11260140-41123,BK-112601406,3557,2012-08-02,2012-08-07,Standard Class,Medium
CA-2012-BM11140140-41159,BM-111401402,3718,2012-09-07,2012-09-11,Standard Class,Medium
CA-2012-BM11650140-41098,BM-116501402,3682,2012-07-08,2012-07-14,Standard Class,Medium
CA-2012-BM11650140-41172,BM-116501402,3511,2012-09-20,2012-09-21,First Class,High
CA-2012-BM11785140-41065,BM-117851406,3560,2012-06-05,2012-06-08,First Class,High
CA-2012-BM11785140-41153,BM-117851402,3359,2012-09-01,2012-09-07,Standard Class,Medium
CA-2012-BM11785140-41256,BM-117851408,3307,2012-12-13,2012-12-19,Standard Class,Medium
CA-2012-BM165023-41216,BM-165023,522,2012-11-03,2012-11-06,Second Class,Medium
CA-2012-BN11470140-41163,BN-114701408,3568,2012-09-11,2012-09-16,Standard Class,Medium
CA-2012-BN11515140-40984,BN-115151402,3481,2012-03-16,2012-03-23,Standard Class,Medium
CA-2012-BN11515140-41168,BN-115151404,3762,2012-09-16,2012-09-20,Standard Class,Medium
CA-2012-BP11095140-41190,BP-110951408,3579,2012-10-08,2012-10-14,Standard Class,Medium
CA-2012-BP11095140-41219,BP-110951406,3556,2012-11-06,2012-11-07,First Class,Medium
CA-2012-BP11095140-41261,BP-110951404,3214,2012-12-18,2012-12-20,First Class,Medium
CA-2012-BP11230140-41018,BP-112301404,3217,2012-04-19,2012-04-24,Standard Class,Medium
CA-2012-BP11290140-41184,BP-112901402,3369,2012-10-02,2012-10-07,Second Class,Medium
CA-2012-BS11365140-41170,BS-113651406,3555,2012-09-18,2012-09-18,Same Day,High
CA-2012-BS11590140-40923,BS-115901406,3633,2012-01-15,2012-01-16,First Class,High
CA-2012-BS11590140-41145,BS-115901406,3590,2012-08-24,2012-08-29,Standard Class,Medium
CA-2012-BS11590140-41247,BS-115901404,3161,2012-12-04,2012-12-09,Standard Class,Medium
CA-2012-BS11665140-41082,BS-116651406,3634,2012-06-22,2012-06-27,Standard Class,High
CA-2012-BS11755140-41046,BS-117551406,3589,2012-05-17,2012-05-23,Standard Class,Medium
CA-2012-BS11755140-41123,BS-117551404,3275,2012-08-02,2012-08-04,First Class,High
CA-2012-BT11305140-41023,BT-113051404,3250,2012-04-24,2012-04-29,Standard Class,High
CA-2012-BT11395140-41209,BT-113951402,3413,2012-10-27,2012-10-31,Standard Class,High
CA-2012-BT11440140-41063,BT-114401406,3557,2012-06-03,2012-06-08,Standard Class,Medium
CA-2012-BT11440140-41235,BT-114401402,3459,2012-11-22,2012-11-26,Standard Class,Medium
CA-2012-BT11530140-41049,BT-115301404,3245,2012-05-20,2012-05-24,Standard Class,Medium
CA-2012-BT11530140-41264,BT-115301406,3556,2012-12-21,2012-12-25,Standard Class,Medium
CA-2012-BT11680140-41240,BT-116801402,3695,2012-11-27,2012-12-01,Standard Class,High
CA-2012-BW11065140-41053,BW-110651406,3557,2012-05-24,2012-05-28,Standard Class,Medium
CA-2012-BW111023-41084,BW-111023,521,2012-06-24,2012-06-27,First Class,Critical
CA-2012-BW11200140-41132,BW-112001404,3249,2012-08-11,2012-08-15,Standard Class,High
CA-2012-CA11965140-40935,CA-119651402,3648,2012-01-27,2012-01-30,First Class,High
CA-2012-CA12265140-40992,CA-122651404,3248,2012-03-24,2012-03-29,Standard Class,Medium
CA-2012-CA12775140-41087,CA-127751406,3633,2012-06-27,2012-07-01,Standard Class,High
CA-2012-CA12775140-41165,CA-127751408,3336,2012-09-13,2012-09-17,Second Class,High
CA-2012-CB12025140-40988,CB-120251406,3596,2012-03-20,2012-03-24,Standard Class,High
CA-2012-CB12025140-41229,CB-120251402,3676,2012-11-16,2012-11-20,Standard Class,Medium
CA-2012-CC12100140-41258,CC-121001404,3218,2012-12-15,2012-12-16,First Class,High
CA-2012-CC12145140-41109,CC-121451404,3246,2012-07-19,2012-07-21,First Class,Medium
CA-2012-CC12220140-41160,CC-122201402,3364,2012-09-08,2012-09-13,Second Class,High
CA-2012-CC12220140-41185,CC-122201406,3556,2012-10-03,2012-10-05,First Class,Critical
CA-2012-CC12220140-41226,CC-122201408,3738,2012-11-13,2012-11-19,Standard Class,Medium
CA-2012-CC12610140-41147,CC-126101408,3744,2012-08-26,2012-08-28,First Class,Critical
CA-2012-CC12670140-41265,CC-126701408,3336,2012-12-22,2012-12-26,Second Class,High
CA-2012-CC222023-41083,CC-222023,533,2012-06-23,2012-06-26,First Class,Medium
CA-2012-CC247523-41031,CC-247523,510,2012-05-02,2012-05-08,Standard Class,Medium
CA-2012-CD11920140-40991,CD-119201406,3556,2012-03-23,2012-03-27,Standard Class,High
CA-2012-CD12790140-40942,CD-127901404,3245,2012-02-03,2012-02-07,Standard Class,Medium
CA-2012-CD12790140-41269,CD-127901404,3223,2012-12-26,2012-12-30,Standard Class,Medium
CA-2012-CK12205140-40978,CK-122051406,3590,2012-03-10,2012-03-15,Second Class,Medium
CA-2012-CK12205140-41075,CK-122051406,3548,2012-06-15,2012-06-20,Standard Class,Medium
CA-2012-CK12205140-41117,CK-122051408,3300,2012-07-27,2012-07-27,Same Day,High
CA-2012-CK12325140-41061,CK-123251404,3729,2012-06-01,2012-06-06,Standard Class,Medium
CA-2012-CK12595140-41268,CK-125951404,3244,2012-12-25,2012-12-29,Standard Class,Medium
CA-2012-CK12760140-40947,CK-127601406,3528,2012-02-08,2012-02-13,Standard Class,Medium
CA-2012-CK12760140-41251,CK-127601404,3249,2012-12-08,2012-12-15,Standard Class,Medium
CA-2012-CL12565140-40971,CL-125651408,3641,2012-03-03,2012-03-03,Same Day,High
CA-2012-CL12565140-41101,CL-125651404,3764,2012-07-11,2012-07-17,Standard Class,Medium
CA-2012-CL12565140-41153,CL-125651406,3554,2012-09-01,2012-09-03,First Class,High
CA-2012-CL12565140-41161,CL-125651404,3618,2012-09-09,2012-09-15,Standard Class,Medium
CA-2012-CM11815140-41226,CM-118151402,3710,2012-11-13,2012-11-14,First Class,Medium
CA-2012-CM11815140-41273,CM-118151402,3686,2012-12-30,2013-01-04,Standard Class,Medium
CA-2012-CM12445140-41068,CM-124451404,3249,2012-06-08,2012-06-15,Standard Class,Low
CA-2012-CM12715140-40974,CM-127151404,3762,2012-03-06,2012-03-11,Standard Class,Medium
CA-2012-CM12715140-41177,CM-127151406,3633,2012-09-25,2012-09-29,Standard Class,Medium
CA-2012-CM12715140-41191,CM-127151402,3698,2012-10-09,2012-10-14,Standard Class,Medium
CA-2012-CP12085140-41246,CP-120851406,3556,2012-12-03,2012-12-07,Standard Class,High
CA-2012-CR12625140-41060,CR-126251406,3527,2012-05-31,2012-06-05,Standard Class,Medium
CA-2012-CR12730140-41140,CR-127301402,3362,2012-08-19,2012-08-24,Second Class,Medium
CA-2012-CS11845140-41256,CS-118451402,3363,2012-12-13,2012-12-15,First Class,Medium
CA-2012-CS11860140-41030,CS-118601408,3315,2012-05-01,2012-05-03,Second Class,Critical
CA-2012-CS12130140-41125,CS-121301404,3213,2012-08-04,2012-08-08,Standard Class,Medium
CA-2012-CS12175140-41132,CS-121751406,3527,2012-08-11,2012-08-15,Standard Class,High
CA-2012-CS12250140-40922,CS-122501408,3426,2012-01-14,2012-01-16,Second Class,Critical
CA-2012-CS12250140-41240,CS-122501408,3641,2012-11-27,2012-11-30,Second Class,Critical
CA-2012-CS12355140-41135,CS-123551408,3310,2012-08-14,2012-08-16,First Class,High
CA-2012-CS12400140-41177,CS-124001404,3764,2012-09-25,2012-09-29,Standard Class,Medium
CA-2012-CS12505140-40993,CS-125051404,3232,2012-03-25,2012-03-29,Second Class,High
CA-2012-CS195023-41049,CS-195023,497,2012-05-20,2012-05-27,Standard Class,Medium
CA-2012-CT11995140-41035,CT-119951406,3446,2012-05-06,2012-05-11,Standard Class,High
CA-2012-CT11995140-41262,CT-119951404,3169,2012-12-19,2012-12-21,First Class,High
CA-2012-CV12295140-41153,CV-122951402,3364,2012-09-01,2012-09-06,Second Class,Medium
CA-2012-CW11905140-41068,CW-119051402,3698,2012-06-08,2012-06-12,Second Class,Medium
CA-2012-Co12640140-41241,Co-126401406,3634,2012-11-28,2012-12-05,Standard Class,Low
CA-2012-Co12640140-41269,Co-126401402,3386,2012-12-26,2012-12-30,Standard Class,Medium
CA-2012-DA13450140-41177,DA-134501406,3599,2012-09-25,2012-09-29,Standard Class,Medium
CA-2012-DB12910140-41205,DB-129101408,3308,2012-10-23,2012-10-28,Standard Class,Medium
CA-2012-DB13060140-40968,DB-130601404,3764,2012-02-29,2012-03-05,Second Class,Medium
CA-2012-DB13060140-41080,DB-130601406,3527,2012-06-20,2012-06-24,Standard Class,High
CA-2012-DB13270140-40944,DB-132701404,3244,2012-02-05,2012-02-09,Standard Class,High
CA-2012-DB13360140-41231,DB-133601404,3732,2012-11-18,2012-11-23,Second Class,Medium
CA-2012-DB13555140-41019,DB-135551408,3421,2012-04-20,2012-04-25,Standard Class,Medium
CA-2012-DB13555140-41171,DB-135551408,3312,2012-09-19,2012-09-24,Standard Class,Medium
CA-2012-DB13555140-41192,DB-135551408,3172,2012-10-10,2012-10-14,Standard Class,High
CA-2012-DB13615140-41181,DB-136151404,3763,2012-09-29,2012-10-03,Standard Class,High
CA-2012-DB13660140-41076,DB-136601406,3297,2012-06-16,2012-06-22,Standard Class,Medium
CA-2012-DC12850140-41164,DC-128501406,3555,2012-09-12,2012-09-18,Standard Class,Medium
CA-2012-DC13285140-41271,DC-132851402,3479,2012-12-28,2013-01-01,Standard Class,Medium
CA-2012-DD13570140-41272,DD-135701408,3661,2012-12-29,2012-12-31,First Class,Medium
CA-2012-DE13255140-41142,DE-132551406,3598,2012-08-21,2012-08-24,Second Class,High
CA-2012-DE13255140-41217,DE-132551404,3214,2012-11-04,2012-11-09,Standard Class,Medium
CA-2012-DF13135140-41185,DF-131351404,3264,2012-10-03,2012-10-07,Standard Class,High
CA-2012-DG13300140-41213,DG-133001406,3531,2012-10-31,2012-11-04,Standard Class,High
CA-2012-DH13075140-41233,DH-130751408,3425,2012-11-20,2012-11-25,Standard Class,Medium
CA-2012-DH13675140-41132,DH-136751408,3320,2012-08-11,2012-08-15,Standard Class,High
CA-2012-DH13675140-41240,DH-136751404,3249,2012-11-27,2012-11-27,Same Day,Medium
CA-2012-DJ13420140-41250,DJ-134201404,3248,2012-12-07,2012-12-14,Standard Class,Medium
CA-2012-DJ13510140-41137,DJ-135101408,3175,2012-08-16,2012-08-20,Standard Class,Medium
CA-2012-DK12835140-40993,DK-128351404,3249,2012-03-25,2012-03-30,Second Class,High
CA-2012-DK12985140-41236,DK-129851402,3362,2012-11-23,2012-11-27,Standard Class,High
CA-2012-DK13150140-41247,DK-131501402,3366,2012-12-04,2012-12-08,Second Class,High
CA-2012-DK13225140-40981,DK-132251404,3202,2012-03-13,2012-03-17,Standard Class,High
CA-2012-DK13375140-41158,DK-133751406,3556,2012-09-06,2012-09-12,Standard Class,Medium
CA-2012-DK337523-40975,DK-337523,497,2012-03-07,2012-03-11,Standard Class,Medium
CA-2012-DL12865140-41088,DL-128651406,3588,2012-06-28,2012-07-05,Standard Class,Medium
CA-2012-DL12865140-41196,DL-128651408,3309,2012-10-14,2012-10-19,Standard Class,High
CA-2012-DL13315140-40925,DL-133151406,3632,2012-01-17,2012-01-19,Second Class,Critical
CA-2012-DL13315140-40946,DL-133151402,3384,2012-02-07,2012-02-11,Second Class,Medium
CA-2012-DL13315140-40957,DL-133151402,3364,2012-02-18,2012-02-25,Standard Class,Low
CA-2012-DM12955140-41181,DM-129551406,3594,2012-09-29,2012-09-29,Same Day,High
CA-2012-DM12955140-41251,DM-129551404,3163,2012-12-08,2012-12-13,Standard Class,Medium
CA-2012-DM13015140-41165,DM-130151406,3554,2012-09-13,2012-09-13,Same Day,High
CA-2012-DM13345140-41215,DM-133451406,3531,2012-11-02,2012-11-04,Second Class,Medium
